Sr.No,Name,Ratings,Total_Reviews,,Company_Type,Locations,How_Old,Workforce
4526,Outworx Solution...,3.6,(111 Reviews),,Private,"San Jose,California + 13 more",19 years old,201-500 Employees (India)
4527,Técnicas Reunida...,4.6,(111 Reviews),,Private,"Madrid,Madrid + 12 more",50 years old,5k-10k Employees (Global)
4528,Kaveri Seed Comp...,4.2,(111 Reviews),,Private,"Hyderabad/Secunderabad,Telangana + 29 more",46 years old,1k-5k Employees (India)
4529,Fukoku,3.8,(111 Reviews),,Ageo + 2 more,69 years old,51-200 Employees (India),None
4530,Livguard,4.3,(111 Reviews),,Private,"Gurgaon,Haryana + 13 more",8 years old,501-1k Employees (India)
4531,Nirmal Bang,3.9,(111 Reviews),,Private,"Kolkata,West Bengal + 22 more",36 years old,1k-5k Employees (India)
4532,Mantra Technolog...,4,(111 Reviews),,LLP,"Hyderabad/Secunderabad,Telangana + 1 more",18 years old,201-500 Employees (India)
4533,Basix,4.6,(110 Reviews),,Private,Hyderabad + 51 more,26 years old,1k-5k Employees (India)
4534,Fabtech Projects...,4.2,(110 Reviews),,Private,"Pune,Maharashtra + 6 more",30 years old,201-500 Employees (India)
4535,Evoke Technologi...,4.1,(110 Reviews),,Private,"Dayton,Ohio + 1 more",19 years old,501-1k Employees (India)
4536,Xylem Water Solu...,4.3,(110 Reviews),,Private,"Rye Brook,New York + 12 more",11 years old,501-1k Employees (India)
4537,Little Millenniu...,4.5,(110 Reviews),,Private,"Gurgaon/Gurugram,Haryana + 26 more",14 years old,51-200 Employees (India)
4538,Franklin Templet...,4.3,(110 Reviews),,Private,"Mumbai,Maharashtra + 5 more",27 years old,201-500 Employees (India)
4539,Xeam Ventures,4,(110 Reviews),,Private,"Mohali,Punjab + 31 more",18 years old,51-200 Employees (India)
4540,Malladi Drugs & ...,4.3,(110 Reviews),,Private,"Chennai,Tamil Nadu + 7 more",42 years old,501-1k Employees (India)
4541,JAY JAY MILLS,4,(110 Reviews),,Private,"Tirupur/Tiruppur,Tamil Nadu + 6 more",51 years old,51-200 Employees (India)
4542,Hindustan Media ...,4,(110 Reviews),,Public,"Delhi/NCR,Delhi + 27 more",104 years old,1k-5k Employees (India)
4543,MMTC-PAMP,3.8,(110 Reviews),,Private,New Delhi + 17 more,14 years old,1k-5k Employees (India)
4544,SYSTRA,4,(110 Reviews),,Public,Paris + 24 more,65 years old,1k-5k Employees (India)
4545,Manba Finance,3.5,(110 Reviews),,Public,"Mumbai,Maharashtra + 11 more",26 years old,501-1k Employees (India)
4546,Great Learning,3.9,(110 Reviews),,"Gurgaon,Haryana + 6 more",9 years old,501-1k Employees (India),None
4547,Technip Energies,4.1,(110 Reviews),,Noida + 13 more,1k-5k Employees (India),None,None
4548,Bharat FIH,4,(110 Reviews),,Chennai + 6 more,5k-10k Employees (India),None,None
4549,HealthSpring,3.1,(110 Reviews),,Private,"Mumbai,Maharashtra + 12 more",12 years old,201-500 Employees (India)
4550,ReSource Pro,4.1,(110 Reviews),,Private,"Bangalore/Bengaluru,Karnataka + 1 more",19 years old,201-500 Employees (India)
4551,Gini & Jony,3.5,(110 Reviews),,Private,"Mumbai,Maharashtra + 24 more",42 years old,501-1k Employees (India)
4552,Bell Finvest,2.6,(110 Reviews),,Public,"Mumbai,Maharashtra + 44 more",28 years old,51-200 Employees (India)
4553,Partha Dental,4.5,(110 Reviews),,Private,"Hyderabad/Secunderabad,Telangana + 10 more",15 years old,501-1k Employees (Global)
4554,More Mega Store,4.1,(110 Reviews),,"Mumbai,Maharashtra + 23 more",15 years old,11-50 Employees (India),None
4555,Rehau Polymers,4.4,(110 Reviews),,Private,Singapore + 10 more,25 years old,501-1k Employees (India)
4556,Varroc Lighting ...,3.7,(110 Reviews),,Private,Plymouth + 6 more,10 years old,501-1k Employees (India)
4557,St Regis,4,(110 Reviews),,Private,New York + 6 more,118 years old,501-1k Employees (India)
4558,Sahara India Fin...,4,(110 Reviews),,Lucknow + 46 more,35 years old,10k-50k Employees (Global),None
4559,Hermes I Tickets,4.3,(110 Reviews),,Private,"Chennai,Tamil Nadu + 15 more",16 years old,1 Lakh+ Employees (India)
4560,Padget Electroni...,3.7,(110 Reviews),,Noida + 2 more,501-1k Employees (India),None,None
4561,Armed Forces Tri...,4.6,(110 Reviews),,Private,New Delhi + 35 more,15 years old,11-50 Employees (India)
4562,Venkateshwar Hos...,3.5,(110 Reviews),,Private,"Delhi/NCR,Delhi + 2 more",17 years old,201-500 Employees (India)
4563,Podar Jumbo Kids,4.4,(110 Reviews),,Private,Mumbai + 27 more,95 years old,5k-10k Employees (India)
4564,Nyati Group,4.3,(110 Reviews),,Private,"Pune,Maharashtra + 5 more",25 years old,51-200 Employees (India)
4565,UnitedHealthcare...,4,(110 Reviews),,Minnesota + 9 more,45 years old,51-200 Employees (India),None
4566,AL JABER GROUP,4.5,(110 Reviews),,Private,Abu Dhabi + 12 more,52 years old,1k-5k Employees (India)
4567,MoreTasks,4.6,(110 Reviews),,Private,"Gurgaon/Gurugram,Haryana",6 years old,51-200 Employees (India)
4568,Biophore India P...,3.7,(110 Reviews),,Private,"Hyderabad/Secunderabad,Telangana + 1 more",15 years old,201-500 Employees (India)
4569,Webdew,4.7,(110 Reviews),,Private,"Mohali,Punjab + 4 more",6 years old,51-200 Employees (India)
4570,PowerSchool Indi...,4.2,(110 Reviews),,Private,"Folsom,California + 1 more",25 years old,501-1k Employees (India)
4571,VIKRAN Engineeri...,4.2,(110 Reviews),,Private,Thane + 23 more,14 years old,51-200 Employees (India)
4572,National Institu...,3.4,(110 Reviews),,Private,Delhi + 20 more,20 years old,201-500 Employees (India)
4573,Congruex Asia Pa...,4.1,(110 Reviews),,LLC,"Boulder,Colorado + 2 more",6 years old,1k-5k Employees (India)
4574,TLC Relationship...,3,(110 Reviews),,Private,"Delhi/NCR,Delhi + 17 more",20 years old,501-1k Employees (India)
4575,Intelliswift Sof...,3.3,(110 Reviews),,Private,"Newark,New Jersey + 4 more",21 years old,51-200 Employees (India)
4576,Saxo Bank,3.4,(109 Reviews),,Private,"Copenhagen,Capital Region",30 years old,501-1k Employees (India)
4577,Reliance HR Serv...,4.1,(109 Reviews),,Mumbai + 28 more,5k-10k Employees (India),None,None
4578,Caplin Point Lab...,3.8,(109 Reviews),,Public,"Chennai,Tamil Nadu + 5 more",32 years old,501-1k Employees (India)
4579,Heavy Engineerin...,3.9,(109 Reviews),,Private,"Ranchi,Jharkhand + 6 more",64 years old,1k-5k Employees (India)
4580,Inland World Log...,3.5,(109 Reviews),,Private,"Mumbai,Maharashtra + 31 more",40 years old,1k-5k Employees (India)
4581,Parijat Industri...,4.3,(109 Reviews),,Private,"Delhi/NCR,Delhi + 26 more",27 years old,201-500 Employees (India)
4582,Bajaj Healthcare,3.7,(109 Reviews),,Public,"Thane,Maharashtra + 6 more",29 years old,51-200 Employees (India)
4583,NLC,4.3,(109 Reviews),,Private,"Chennai,Tamil Nadu + 5 more",66 years old,10k-50k Employees (India)
4584,SECON Private Li...,3.5,(109 Reviews),,Private,Bangalore + 11 more,41 years old,201-500 Employees (India)
4585,Presidium School,3.9,(109 Reviews),,Private,New Delhi + 6 more,17 years old,501-1k Employees (India)
4586,Impressions Serv...,4.2,(109 Reviews),,Private,"Gurgaon/Gurugram,Haryana + 11 more",28 years old,51-200 Employees (India)
4587,J.K. Helene Curt...,4,(109 Reviews),,Private,Mumbai + 30 more,58 years old,51-200 Employees (India)
4588,Shriram Properti...,3.8,(109 Reviews),,Private,"Bangalore/Bengaluru,Karnataka + 6 more",27 years old,501-1k Employees (India)
4589,Ankur Seeds,4.3,(109 Reviews),,Private,Nagpur + 23 more,46 years old,1k-5k Employees (India)
4590,Google Operation...,3.2,(109 Reviews),,Hyderabad/Secunderabad + 10 more,None,None,None
4591,Classcanyon,4.8,(109 Reviews),,Private,"Greater Noida,Uttar Pradesh + 2 more",1 years old,51-200 Employees (India)
4592,Godawari Power &...,4.4,(109 Reviews),,Public,"Raipur,Chhattisgarh + 5 more",23 years old,1k-5k Employees (India)
4593,Kitex Garments,3.6,(109 Reviews),,Public,"Kochi/Cochin,Kerala + 6 more",30 years old,1k-5k Employees (India)
4594,Toyota Financial...,4,(109 Reviews),,Public,Chandler + 21 more,39 years old,201-500 Employees (India)
4595,MAQ Software,2.9,(109 Reviews),,Private,Redmond + 2 more,22 years old,501-1k Employees (India)
4596,Kiran Motors,4,(109 Reviews),,Private,"Ahmedabad,Gujarat + 8 more",36 years old,501-1k Employees (Global)
4597,CBSI,3.8,(109 Reviews),,Private,"Bangalore/Bengaluru,Karnataka + 9 more",24 years old,501-1k Employees (India)
4598,Signature Global,3.9,(109 Reviews),,Private,New Jersey + 7 more,14 years old,51-200 Employees (India)
4599,Hero Electric,4.3,(109 Reviews),,Private,"Gurgaon,Haryana + 17 more",15 years old,501-1k Employees (India)
4600,G.S.E.C,4.1,(109 Reviews),,Private,Ahmedabad + 10 more,57 years old,51-200 Employees (India)
4601,Sagar Hospital,4,(109 Reviews),,Private,"Bangalore/Bengaluru,Karnataka + 4 more",20 years old,1k-5k Employees (India)
4602,Kalyani Maxion W...,4.2,(109 Reviews),,Königswinter,102 years old,10k-50k Employees (India),None
4603,Foiwe Info Globa...,3.4,(109 Reviews),,LLP,"Bangalore/Bengaluru,Karnataka + 1 more",12 years old,201-500 Employees (India)
4604,Century Pulp & P...,3.8,(109 Reviews),,Private,"Nainital,Uttarakhand + 10 more",38 years old,201-500 Employees (India)
4605,Bhashyam Educati...,4.2,(109 Reviews),,Private,"Guntur,Andhra Pradesh + 24 more",24 years old,201-500 Employees (India)
4606,Synophic Systems,3.6,(109 Reviews),,Private,"Cupertino,California + 22 more",21 years old,201-500 Employees (India)
4607,Vinati Organics,4,(109 Reviews),,Public,"Mumbai,Maharashtra + 6 more",33 years old,501-1k Employees (India)
4608,Kaefer,4.2,(109 Reviews),,Private,Bremen + 11 more,104 years old,51-200 Employees (India)
4609,BPL Medical Tech...,4.1,(109 Reviews),,Private,Bangalore + 18 more,55 years old,501-1k Employees (India)
4610,Noida Power Comp...,4,(109 Reviews),,Private,Greater Noida + 4 more,29 years old,1k-5k Employees (India)
4611,SRR Projects,4,(109 Reviews),,Private,"Hyderabad/Secunderabad,Telangana + 8 more",16 years old,201-500 Employees (India)
4612,Prism Johnson Li...,4.1,(109 Reviews),,Public,Mumbai + 35 more,26 years old,501-1k Employees (India)
4613,Beri Udyog,3.8,(109 Reviews),,Private,"Karnal,Haryana + 10 more",44 years old,201-500 Employees (India)
4614,FCS Software Sol...,3.7,(109 Reviews),,Public,"Noida,Uttar Pradesh + 10 more",28 years old,501-1k Employees (India)
4615,MindCraft Softwa...,3.8,(109 Reviews),,Private,"Mumbai,Maharashtra + 3 more",20 years old,501-1k Employees (India)
4616,GUILTFREE INDUST...,4,(109 Reviews),,Public,"Kolkata,West Bengal + 30 more",6 years old,201-500 Employees (India)
